,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,date_hour,temp,clouds,pressure,rain,humidity,wind
1862,1.35,Uber,Haymarket Square,Beacon Hill,9.5,1.0,72676f52-6130-409a-8377-653d86cc1b7a,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:00.45.22,38.92,0.04,992.1,,0.72,7.5
2953,0.49,Uber,North Station,Haymarket Square,,1.0,25fba0c1-f812-4d67-a93c-39fe733597eb,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:00.02.07,39.18,0.83,996.07,,0.66,10.73
2532,2.36,Lyft,Fenway,Beacon Hill,9.0,1.0,92b329e4-b0eb-49bd-8bcf-26dbe788edca,lyft,Lyft,2018-11-26:19.35.10,45.91,0.91,1010.88,,0.83,8.61
1582,2.17,Uber,South Station,North Station,14.0,1.0,eef80afa-c3b7-442b-a688-987222c8ffe7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27:01.17.22,44.07,0.99,1005.4,0.2946,0.9,11.26
1317,1.28,Lyft,North End,Financial District,27.5,1.0,fa6a42ff-1d3c-4a02-9700-9aa9c903a7d1,lyft_luxsuv,Lux Black XL,2018-11-26:22.42.24,45.52,0.97,1007.96,0.0118,0.84,9.72
1646,3.07,Uber,North Station,Fenway,31.0,1.0,49adbfb2-1fb1-411c-aa88-00e543527f17,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:16.32.08,41.27,0.66,991.63,,0.63,10.42
3027,1.61,Uber,Haymarket Square,Theatre District,7.5,1.0,6072398c-ed19-49b0-99ef-e378ed94cf92,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27:00.43.39,43.66,0.97,1005.88,0.2154,0.92,11.22
1306,3.01,Lyft,Northeastern University,West End,22.5,1.0,3276cd6e-27f9-456f-aa44-e5174f839d2c,lyft_premier,Lux,2018-11-26:19.35.10,45.75,0.91,1010.88,,0.84,8.6
2397,1.27,Lyft,Back Bay,Northeastern University,13.5,1.0,b284e3c3-5347-455c-af94-554df85702a1,lyft_premier,Lux,2018-11-26:06.15.16,40.33,1.0,1014.17,,0.92,1.14
1901,1.61,Uber,Haymarket Square,Theatre District,14.5,1.0,60c5d480-ac00-4a64-9d09-10fe64dcaae8,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.33.43,34.89,0.13,991.58,,0.8,6.71
3142,1.08,Lyft,Financial District,North End,27.5,1.0,93ddc890-b0da-4694-bae8-4e6bfbcd1c9b,lyft_luxsuv,Lux Black XL,2018-11-28:22.53.38,40.13,0.99,994.93,,0.63,9.87
1057,4.75,Lyft,Boston University,Theatre District,10.5,1.0,52a92c01-fec5-4f2e-9b7c-953143b48c7e,lyft_line,Shared,2018-11-28:13.32.07,37.5,0.54,991.79,,0.7,7.25
2644,2.5,Lyft,Northeastern University,Beacon Hill,9.0,1.0,7903e2ac-5e85-4c06-8f15-3ac6bd82d185,lyft,Lyft,2018-11-28:14.06.23,38.39,0.48,991.69,,0.67,11.36
206,3.17,Lyft,Fenway,North Station,5.0,1.0,bb357c94-3eb1-4519-9075-3c089616ed63,lyft_line,Shared,2018-11-26:13.05.10,41.72,0.93,1015.39,0.004,0.91,3.55
1812,1.36,Uber,Beacon Hill,Haymarket Square,,1.0,26922bf1-8ec6-4752-9513-92f9e01f5a92,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:07.34.35,35.02,0.15,991.75,,0.8,6.7
3250,2.86,Uber,West End,Northeastern University,,1.0,ed5bfc56-b3e1-4f72-8d4b-92e733008bfb,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:15.35.09,44.37,0.88,1014.19,,0.89,4.86
958,1.24,Lyft,Theatre District,Haymarket Square,13.5,1.0,3149399e-96de-40a9-a3c0-4c739a84a519,lyft_premier,Lux,2018-11-29:01.02.08,38.69,0.7,997.11,,0.71,9.95
3538,4.72,Uber,Financial District,Boston University,14.0,1.0,e304167b-8f06-4caf-bba7-dbaa8af4b7ed,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:00.49.08,38.85,0.77,996.82,,0.7,9.55
3725,2.19,Uber,North End,Beacon Hill,,1.0,6083354a-ddd0-4eb8-ae19-82e8fb62f594,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:19.32.07,40.52,1.0,992.58,,0.66,9.92
3333,2.72,Uber,West End,Fenway,24.0,1.0,fbb1c6a9-cb4a-41d6-9783-e17a0e1aab77,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:20.32.07,40.81,1.0,993.33,,0.65,9.75
1150,1.35,Uber,Haymarket Square,Beacon Hill,26.5,1.0,ced3c790-670e-4a79-8bcf-4ca93d383335,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:10.05.10,40.77,1.0,1014.75,,0.93,1.85
1184,0.51,Lyft,North Station,Haymarket Square,5.0,1.0,f9143e94-60ae-453f-8f95-e4d54190a51b,lyft_line,Shared,2018-11-28:13.32.07,37.96,0.55,991.82,,0.69,6.72
3050,3.31,Uber,Northeastern University,North Station,,1.0,ec4c721a-6c9e-4697-975e-27529504c99f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:09.29.09,40.83,1.0,1014.75,,0.93,1.24
2332,2.58,Uber,Beacon Hill,South Station,,1.0,ead686a2-ade5-416b-b4e5-4ab14b2ee765,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:10.32.07,33.55,0.17,991.34,,0.83,6.45
592,1.3,Uber,Theatre District,South Station,9.5,1.0,2f15ecda-0d99-4d30-a5c2-a91eb93377cf,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:20.15.22,43.36,0.71,991.09,,0.71,8.8
648,0.63,Uber,Financial District,South Station,7.0,1.0,c83c4210-ec8c-4dec-a8e0-abcdaf2a27c5,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:16.06.22,41.17,0.63,991.57,,0.62,10.01
457,1.64,Uber,Back Bay,Northeastern University,,1.0,c7f42967-ca58-4b9a-88dd-f1316dcdc4af,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:19.02.08,40.91,1.0,991.84,,0.64,9.43
77,0.55,Uber,South Station,Theatre District,,1.0,1a66546b-7ebd-4f54-9f06-56a3e97ebff4,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:14.06.23,38.51,0.48,991.69,,0.67,11.26
3659,3.18,Uber,North Station,Fenway,11.5,1.0,42d57405-b201-48d2-92ae-3473ed2c9eed,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:11.02.07,33.14,0.39,990.65,,0.82,6.45
722,2.66,Lyft,Beacon Hill,Boston University,16.5,1.0,98595b0b-695a-4967-a178-922a4a37ea9e,lyft_premier,Lux,2018-11-29:00.37.34,38.65,0.75,996.83,,0.69,10.79
3376,1.34,Lyft,South Station,Back Bay,9.0,1.0,ac983d78-9ee7-449d-ba97-99030140b306,lyft,Lyft,2018-11-26:21.05.10,44.85,1.0,1009.1,,0.84,9.21
1772,2.79,Uber,Beacon Hill,Boston University,14.5,1.0,3b9779ca-f17d-4ba8-991d-e5b03578c479,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26:08.21.03,40.9,0.97,1014.44,,0.92,1.36
1541,1.06,Lyft,North End,West End,7.0,1.0,89c4381e-b8fc-4760-8b8d-81ec82ab7a47,lyft,Lyft,2018-11-29:01.02.08,38.61,0.7,997.12,,0.71,9.92
740,1.15,Lyft,Theatre District,South Station,26.0,1.0,c925c822-58a8-40e9-8382-5f5c8edaacf0,lyft_luxsuv,Lux Black XL,2018-11-28:16.32.08,41.24,0.67,991.61,,0.63,10.43
2991,3.44,Uber,Back Bay,South Station,9.0,1.0,8fd7e44c-58c0-474f-8f02-1b6931374972,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.31.37,35.77,0.13,991.57,,0.77,6.72
3379,3.01,Uber,Boston University,North Station,10.5,1.0,350ecc36-f7cc-4135-86f6-69396385ccc3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:00.58.48,44.02,0.98,1006.01,0.1378,0.9,9.98
1608,2.32,Lyft,Fenway,Beacon Hill,5.0,1.0,2ef35e90-34ed-4fa9-ace5-4115409c30af,lyft_line,Shared,2018-11-28:09.32.18,33.49,0.42,991.8,,0.84,5.89
1456,2.47,Lyft,Northeastern University,Beacon Hill,16.5,1.0,5420ede6-a3c9-445b-9995-017786b51903,lyft_plus,Lyft XL,2018-11-29:04.32.07,37.57,0.5,998.74,,0.71,9.96
1073,1.71,Uber,West End,South Station,27.5,1.0,07d81663-566c-49ce-9e2f-e164e9188c59,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:01.45.22,44.31,1.0,1004.19,0.7505,0.9,12.48
3247,3.21,Uber,North Station,Northeastern University,34.0,1.0,a6143c90-3a2f-45bd-8251-f9d1deb8cc41,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26:15.35.09,44.37,0.88,1014.19,,0.89,4.86
1928,2.41,Lyft,Fenway,Beacon Hill,16.5,1.0,e224b727-ccfc-4a16-9ca5-be5f6b30f21b,lyft_premier,Lux,2018-11-26:05.13.05,40.64,0.93,1013.76,,0.92,2.99
2954,0.49,Uber,North Station,Haymarket Square,9.5,1.0,3910942b-09ce-48af-8dd8-65c34cf2e92d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:00.02.07,39.18,0.83,996.07,,0.66,10.73
186,1.5,Uber,Back Bay,Fenway,6.5,1.0,04b495ec-232e-4ed8-b05b-964a601ae480,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.33.43,34.88,0.16,991.79,,0.8,6.52
896,0.72,Uber,Haymarket Square,West End,8.5,1.0,198fab51-f121-4ad6-8fee-7650b654f2bd,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:02.09.19,38.27,0.49,997.92,0.002,0.7,10.4
1230,2.32,Uber,Fenway,Beacon Hill,9.0,1.0,11d4f0bb-17d5-484a-b7e8-ba0eafe390ac,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:11.02.07,32.97,0.37,990.64,,0.83,6.51
1569,4.55,Uber,Financial District,Northeastern University,31.5,1.0,eb3e513a-04a0-427b-bd0c-b0142cd7bc1d,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:07.31.37,34.89,0.16,991.79,,0.8,6.53
1521,1.34,Lyft,South Station,Back Bay,19.5,1.0,9c09352c-03f1-4e86-bef2-2f3ba5173b99,lyft_lux,Lux Black,2018-11-28:13.32.08,37.56,0.54,991.8,,0.7,7.1
185,2.43,Lyft,Beacon Hill,Fenway,16.5,1.0,efdead89-e8fd-4e2c-800f-d1c1a2101aa1,lyft_plus,Lyft XL,2018-11-28:07.33.43,34.88,0.16,991.79,,0.8,6.52
3260,1.94,Lyft,Back Bay,Boston University,5.0,1.0,30a056ee-4f7b-46a7-9bbd-1535a4307528,lyft_line,Shared,2018-11-26:21.05.10,44.85,1.0,1009.1,,0.84,9.06
3451,1.61,Uber,Haymarket Square,Theatre District,14.0,1.0,b28f1919-d11f-4dbd-9a26-4999f9d32aaf,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:10.05.10,40.83,1.0,1014.75,,0.93,1.76
1005,3.05,Uber,Fenway,North Station,10.5,1.0,7fdbc3ce-9627-42d3-9d5c-967084dd400f,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:07.34.35,34.97,0.13,991.57,,0.8,6.71
1944,2.16,Lyft,Theatre District,Northeastern University,19.5,1.25,e494ccb7-7f85-466a-b934-5b8825653eed,lyft_plus,Lyft XL,2018-11-29:01.02.08,38.57,0.72,997.15,,0.71,9.88
243,2.27,Uber,Boston University,Beacon Hill,25.0,1.0,edc7cdf1-028d-455a-a2a9-a0e5fcaf2b2f,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:20.32.07,40.98,1.0,993.29,,0.65,9.83
50,3.13,Lyft,Boston University,North Station,27.5,1.0,8289a787-2e5f-46ed-84b5-1fc27932169c,lyft_lux,Lux Black,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
1186,1.99,Lyft,Back Bay,Haymarket Square,16.5,1.0,49f73c49-ee03-4ae1-a6e4-005b21e48f24,lyft_premier,Lux,2018-11-28:13.32.07,37.96,0.55,991.82,,0.69,6.72
2566,1.55,Lyft,Back Bay,Northeastern University,19.5,1.5,57c4748c-28cd-4df9-90d9-55623d9b4d52,lyft_premier,Lux,2018-11-29:02.32.08,37.79,0.37,998.33,,0.72,10.63
646,0.63,Uber,Financial District,South Station,,1.0,7e22b767-03fd-4d3f-8d47-425305f1b6da,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:16.06.22,41.17,0.63,991.57,,0.62,10.01
2509,0.39,Uber,South Station,Financial District,7.0,1.0,bdc892b9-296d-47cc-99d5-55fbbcb666c4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:09.50.11,33.74,0.12,991.2,,0.82,5.44
2350,1.4,Lyft,Beacon Hill,Haymarket Square,13.5,1.0,3488d8a4-2865-4d1f-8bd6-49b9f094e071,lyft_premier,Lux,2018-11-28:20.32.07,40.85,1.0,993.18,,0.66,9.8
1509,1.09,Lyft,Financial District,North End,9.0,1.0,8f74e1cd-4d4e-4b1b-b79c-4e5ba62c0183,lyft,Lyft,2018-11-26:21.35.09,44.6,0.92,1009.04,0.003,0.86,9.46
2317,2.73,Lyft,Theatre District,Fenway,22.5,1.25,9a172c5e-6b24-4e4e-a68b-d60fd4e13f71,lyft_premier,Lux,2018-11-26:09.29.09,40.72,1.0,1014.75,,0.94,1.36
2238,1.83,Lyft,North Station,South Station,27.5,1.0,2c6a5725-998b-44da-b5ca-10e65e7ed178,lyft_luxsuv,Lux Black XL,2018-11-28:23.02.09,40.49,0.99,995.03,,0.62,10.1
1664,1.9,Uber,Beacon Hill,North End,9.5,1.0,6d700731-85d3-45bd-97a8-f3eb62bc9348,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:00.45.22,38.95,0.04,992.09,,0.72,7.54
752,2.84,Lyft,West End,Fenway,32.5,1.0,35190dc6-57e6-4189-b104-433408b9afbb,lyft_luxsuv,Lux Black XL,2018-11-28:14.02.08,38.48,0.49,991.67,,0.67,11.49
2992,1.8,Lyft,West End,South Station,9.0,1.0,9c6f855e-e614-4839-b4cd-84b945530102,lyft,Lyft,2018-11-28:07.31.37,35.77,0.13,991.57,,0.77,6.72
3705,2.46,Uber,Beacon Hill,Fenway,21.5,1.0,c3e606ce-351d-4097-9dfb-a220e3cdaf2b,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:19.35.09,45.8,0.92,1010.86,,0.83,8.67
2009,3.04,Uber,West End,Boston University,11.5,1.0,f55894e3-ea33-45ba-879d-82bbdcecda6d,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:00.39.28,38.62,0.74,996.85,,0.69,10.84
1936,4.55,Uber,Financial District,Northeastern University,12.0,1.0,895cedf1-91b1-41ce-9aff-b8a7c40bee48,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:01.02.08,38.57,0.72,997.15,,0.71,9.88
189,3.01,Uber,Boston University,North Station,10.0,1.0,a70b3c46-a749-431b-8c84-1caef2875f9d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:13.02.07,36.84,0.64,991.55,,0.7,6.56
489,2.4,Lyft,Beacon Hill,Fenway,9.0,1.0,e5a403c3-4961-483f-bfc9-6cadb7a36a35,lyft,Lyft,2018-11-28:22.02.08,40.62,0.83,994.1,,0.63,9.21
1374,4.72,Uber,Financial District,Boston University,33.0,1.0,a4928ee6-5105-4dd1-acc5-3c5b0dca0b6c,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-26:06.29.02,40.45,1.0,1014.16,,0.92,1.27
1995,2.48,Uber,South Station,Beacon Hill,8.5,1.0,bf51eb0f-c291-4aef-b45d-63055515df21,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:07.34.35,34.83,0.13,991.63,,0.8,6.65
1695,1.56,Uber,Back Bay,Boston University,8.5,1.0,bc28cccf-83a9-4142-b890-d94dbbb98c44,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:23.02.09,39.98,0.98,995.06,,0.64,9.84
586,3.3,Uber,Northeastern University,North Station,25.0,1.0,253facee-f914-4b14-a9fa-9400cb931b94,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:17.32.07,41.43,0.86,991.66,,0.64,9.92
2538,2.04,Uber,Back Bay,Haymarket Square,14.0,1.0,8f9421ac-3acc-4114-88ba-9493ea12e179,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:17.32.07,41.38,0.85,991.66,,0.64,9.93
1261,3.2,Lyft,Fenway,North Station,32.5,1.0,5faac19e-1b35-4cc7-b95f-c4711118cc1b,lyft_luxsuv,Lux Black XL,2018-11-29:01.09.23,38.54,0.67,997.22,,0.71,10.07
2269,1.22,Uber,Northeastern University,Back Bay,,1.0,0db0e04a-db6f-42c0-967e-d525f618d24d,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:15.06.23,39.56,0.28,991.77,,0.65,8.34
1674,0.56,Uber,Haymarket Square,North Station,9.5,1.0,e02531da-4391-4dd5-bd71-5bb46d559881,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:02.07.18,38.35,0.5,997.89,0.002,0.7,10.38
1977,2.14,Lyft,South Station,North Station,9.0,1.0,859abf15-f743-47f0-9372-b82df5439d19,lyft,Lyft,2018-11-28:10.32.07,32.7,0.16,991.4,,0.85,6.39
2761,0.61,Uber,West End,Haymarket Square,,1.0,fc9163e7-f035-43b8-895d-fdfe866a1b54,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:12.02.07,34.61,0.82,991.2,,0.75,6.38
985,1.38,Lyft,Fenway,Back Bay,13.5,1.0,78cda638-4cdd-457a-a976-f53003c95f79,lyft_plus,Lyft XL,2018-11-27:00.43.39,43.82,0.97,1005.87,0.2039,0.91,11.02
898,0.72,Uber,Haymarket Square,West End,8.5,1.0,9fae7554-b499-4a6b-9cd7-6b8ae467b4ef,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29:02.09.19,38.27,0.49,997.92,0.002,0.7,10.4
736,1.65,Uber,Beacon Hill,North End,,1.0,c1d8186a-df37-406b-90bc-541a3e5c13e3,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:00.02.07,39.21,0.82,996.07,,0.66,10.75
3464,1.54,Lyft,Theatre District,North End,9.0,1.0,0ce83a04-d9b8-4f15-9b51-76834f765b1e,lyft,Lyft,2018-11-28:10.32.07,32.77,0.15,991.22,,0.85,6.4
470,1.64,Lyft,Haymarket Square,Theatre District,16.5,1.0,aa982592-72de-47dd-a798-237be384fd6d,lyft_premier,Lux,2018-11-28:14.02.08,38.44,0.49,991.65,,0.67,11.31
2256,2.19,Uber,North End,Beacon Hill,29.0,1.0,c0f6d439-41e2-43e0-a68c-02b485beccb0,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27:00.58.48,44.02,0.98,1005.98,0.1602,0.9,9.94
1235,2.32,Uber,Fenway,Beacon Hill,29.0,1.0,ad51b903-af55-4329-8176-bffe74813c42,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:11.02.07,32.97,0.37,990.64,,0.83,6.51
1997,1.49,Uber,North End,Beacon Hill,17.5,1.0,9ee4ef34-234f-4aaf-91e2-0ed0e3728cf0,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28:07.34.35,34.83,0.13,991.63,,0.8,6.65
392,5.45,Lyft,Boston University,Financial District,34.0,1.0,f3ea8d77-1f38-4d07-8920-3b5866df018a,lyft_lux,Lux Black,2018-11-28:16.02.07,41.1,0.62,991.56,,0.62,9.92
759,3.3,Uber,Northeastern University,North Station,19.0,1.0,55f273ff-79ea-49d6-9ae1-9973c01d3269,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29:04.02.07,37.64,0.62,998.37,,0.71,9.3
270,0.66,Lyft,West End,Haymarket Square,3.5,1.0,ecaff493-15e1-48ab-8a73-40e9521e8912,lyft_line,Shared,2018-11-26:13.05.09,41.77,0.93,1015.39,,0.91,3.54
454,1.64,Uber,Back Bay,Northeastern University,7.0,1.0,75629039-b244-4577-953e-86fbee0a4b15,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:19.02.08,40.91,1.0,991.84,,0.64,9.43
3497,2.93,Lyft,Fenway,West End,10.5,1.0,37168790-d646-4f44-9f44-bc35d5cdb909,lyft,Lyft,2018-11-29:01.09.23,38.49,0.67,997.22,,0.71,10.07
313,2.8,Uber,Boston University,West End,,1.0,1e64500b-5b91-4856-a644-9d86e9d26d81,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:01.53.39,38.44,0.57,997.66,,0.7,10.01
2697,1.09,Uber,North Station,North End,,1.0,c09fc131-ac1d-44c8-9b64-ba95414352d0,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-29:00.53.38,38.77,0.74,996.84,,0.7,9.84
894,1.89,Uber,West End,South Station,29.0,1.0,2da91a0d-b1a1-458e-95b8-6356286d5d9e,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28:21.02.08,41.31,0.93,993.45,,0.63,8.55
3093,4.74,Uber,Financial District,Boston University,14.0,1.0,22395e51-0222-4ae7-8f48-e25ba9cf7e97,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:02.32.08,38.14,0.37,998.34,,0.71,10.49
1297,1.49,Lyft,Back Bay,Boston University,27.5,2.0,f6d6e045-b3b3-431c-9d98-c335d4bdeeba,lyft_premier,Lux,2018-11-29:04.32.07,37.62,0.49,998.77,,0.71,9.81
1410,2.03,Lyft,South Station,West End,22.5,1.0,56e8b7f3-c6cc-4ea5-9e55-ecc04b7210e8,lyft_lux,Lux Black,2018-11-28:09.43.15,33.15,0.4,991.95,,0.85,6.78
44,3.42,Uber,Northeastern University,North Station,,1.0,98100117-65d0-436e-bd21-46ca952f302f,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
3543,1.83,Uber,Back Bay,Haymarket Square,9.5,1.0,30561bd6-d7e5-40fb-b2d9-16335428af88,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:18.06.23,41.29,0.94,991.4,,0.63,9.74
655,2.38,Uber,North Station,South Station,8.0,1.0,c2e77510-3f3e-41d2-9523-9b3eca0cb4eb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:21.32.07,40.99,0.86,994.07,,0.64,9.63
1919,1.16,Uber,Theatre District,Haymarket Square,8.0,1.0,232a44e2-e316-4b78-ad61-569e595b8970,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:10.35.09,40.57,0.99,1014.86,,0.95,2.05
931,1.93,Uber,Northeastern University,Beacon Hill,,1.0,5bccf70e-0ea7-4043-85a3-09be0820051e,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-26:09.29.09,40.87,1.0,1014.75,,0.93,1.23
1984,1.7,Lyft,South Station,North Station,16.5,1.0,0a0deb68-944e-4941-aa83-836335bb19ea,lyft_plus,Lyft XL,2018-11-28:09.32.18,33.33,0.42,991.79,,0.84,5.9
1657,2.38,Lyft,Fenway,Beacon Hill,16.5,1.0,d08c0bcf-5e16-4b05-9aa6-97f29801d38d,lyft_plus,Lyft XL,2018-11-28:17.32.07,41.3,0.85,991.67,,0.64,9.92
1965,1.04,Uber,North End,West End,,1.0,1c116d4a-829f-4ead-a9fd-3ae4f960d57c,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:07.33.43,34.95,0.15,991.76,,0.8,6.65
1314,7.46,Uber,Northeastern University,Financial District,28.5,1.0,01843769-73af-4067-969a-97c88d2974ac,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-26:22.42.24,45.52,0.97,1007.96,0.0118,0.84,9.72
3712,1.57,Uber,North End,Theatre District,15.0,1.0,0f79cf52-7eab-48f1-a383-fc5a0468cbf4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28:11.32.07,33.12,0.35,991.05,,0.82,6.54
1762,1.26,Lyft,West End,North End,13.5,1.0,60cd04f0-386a-4958-b11d-9f7076b62e94,lyft_premier,Lux,2018-11-28:12.06.23,34.69,0.77,991.15,,0.76,6.7
57,2.17,Uber,South Station,North Station,8.5,1.0,c6b708f6-89c4-46e4-919d-ad1738f42273,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28:23.02.09,39.9,0.98,995.03,,0.64,9.99
31,4.55,Uber,Financial District,Northeastern University,12.0,1.0,7f0e947b-e4ed-412f-8ea3-9eee68678ecf,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28:21.32.07,40.23,0.86,994.12,,0.66,9.53
453,3.22,Uber,North Station,Northeastern University,,1.0,cbbe8a33-b5ff-4e1f-bdec-3973e80ad6a1,8cf7e821-f0d3-49c6-8eba-e679c0ebcf6a,Taxi,2018-11-28:19.02.08,40.91,1.0,991.84,,0.64,9.43
2718,4.18,Lyft,Financial District,Northeastern University,38.5,1.25,f2afd6ad-7af5-4b23-9f8e-9706daaafd6c,lyft_lux,Lux Black,2018-11-28:23.02.09,39.88,0.98,995.06,,0.64,9.97
2825,4.42,Uber,Financial District,Fenway,14.0,1.0,a402e2a6-ccdd-466a-8e30-fb79a04f9f3d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29:00.53.38,38.67,0.76,996.88,,0.7,9.69
630,1.41,Uber,Theatre District,North End,10.5,1.0,41f22459-20e7-48c4-a5c5-f464102a60a4,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26:04.41.36,40.61,0.87,1014.18,,0.93,2.58
988,1.41,Uber,Boston University,Back Bay,9.5,1.0,0a87cea0-64e9-4ab9-81a4-a505bada5398,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27:00.43.39,43.82,0.97,1005.87,0.2039,0.91,11.02
2792,1.17,Lyft,Theatre District,Haymarket Square,9.0,1.0,ddc2f3fd-74bc-4625-8bab-3d27f838ef8e,lyft,Lyft,2018-11-28:11.06.24,33.21,0.37,990.67,,0.82,6.61
1908,2.56,Uber,Northeastern University,West End,9.5,1.0,e6d7bc82-62f8-4847-b835-9177864f994e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28:09.32.11,33.28,0.42,991.79,,0.84,5.89
1422,1.14,Lyft,Theatre District,South Station,13.5,1.0,4f99302a-3ca5-47c2-8ccc-4fc1eed839bf,lyft_plus,Lyft XL,2018-11-28:18.02.07,41.48,0.95,991.47,0.0029,0.62,9.53
