,distance,cab_type,destination,source,price,surge_multiplier,id,product_id,name,time_ride,date_hour,temp,location,clouds,pressure,rain,humidity,wind,time_weather
535,2.32,Lyft,Fenway,Beacon Hill,5.0,1.0,110b5560-680a-4ee1-a5f2-f68f73a781e7,lyft_line,Shared,2018-11-26 17:05:09.777,2018-11-26:17.05.09,45.44,Beacon Hill,0.98,1012.84,0.0,0.86,6.14,2018-11-26 17:05:09.000
743,2.38,Lyft,North Station,South Station,19.5,1.0,33429ff8-f938-434c-ac20-567846d92702,lyft_premier,Lux,2018-11-28 16:32:08.309,2018-11-28:16.32.08,41.24,South Station,0.67,991.61,0.0,0.63,10.43,2018-11-28 16:32:08.000
1826,3.2,Uber,Northeastern University,West End,9.5,1.0,d9ffdb52-dc36-4bfc-8b8c-edf703dacc5d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 09:32:18.163,2018-11-28:09.32.18,33.27,West End,0.42,991.79,0.0,0.84,5.89,2018-11-28 09:32:18.000
19,1.11,Lyft,Northeastern University,Back Bay,47.5,1.75,91d61847-aeec-4216-9b7b-838d146a9145,lyft_luxsuv,Lux Black XL,2018-11-27 02:15:22.500,2018-11-27:02.15.22,44.32,Back Bay,1.0,1003.12,0.1144,0.9,13.64,2018-11-27 02:15:22.000
675,1.49,Lyft,Boston University,Back Bay,27.5,1.0,77bbe685-28fa-469d-a0c6-8b779ba0ee10,lyft_luxsuv,Lux Black XL,2018-11-29 01:32:08.330,2018-11-29:01.32.08,38.46,Back Bay,0.65,997.43,0.0,0.72,10.06,2018-11-29 01:32:08.000
3344,0.56,Uber,Haymarket Square,North Station,6.5,1.0,e4ecd053-287d-48ee-b91e-8a7dd13f091a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 01:32:07.955,2018-11-29:01.32.07,38.31,North Station,0.64,997.4,0.0,0.73,10.09,2018-11-29 01:32:07.000
1075,1.71,Uber,West End,South Station,8.5,1.0,47354bd4-cab1-41d1-bf21-ec5a0c5f2c66,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27 01:45:22.042,2018-11-27:01.45.22,44.31,South Station,1.0,1004.19,0.7505,0.9,12.48,2018-11-27 01:45:22.000
3375,1.34,Lyft,South Station,Back Bay,19.5,1.0,953b2cc3-c3e2-4d87-801d-8894607b73d4,lyft_lux,Lux Black,2018-11-26 21:05:10.048,2018-11-26:21.05.10,44.85,Back Bay,1.0,1009.1,0.0,0.84,9.21,2018-11-26 21:05:10.000
461,1.06,Lyft,Financial District,Haymarket Square,3.5,1.0,407d7390-750e-4129-92b1-660bb8b7e6fa,lyft_line,Shared,2018-11-26 22:42:25.010,2018-11-26:22.42.25,44.61,Haymarket Square,0.97,1007.97,0.0179,0.87,9.65,2018-11-26 22:42:25.000
3087,2.73,Lyft,Beacon Hill,Boston University,22.5,1.0,7b38a998-044c-498c-9f36-2f11876e5914,lyft_lux,Lux Black,2018-11-29 02:32:08.454,2018-11-29:02.32.08,38.14,Boston University,0.37,998.34,0.0,0.71,10.49,2018-11-29 02:32:08.000
571,1.06,Lyft,North End,West End,13.5,1.0,c2a4e291-d8ed-4e27-b2fa-17d2a4db12ed,lyft_premier,Lux,2018-11-28 17:06:23.390,2018-11-28:17.06.23,41.39,West End,0.91,991.51,0.002,0.63,9.33,2018-11-28 17:06:23.000
78,1.57,Uber,North End,Theatre District,27.5,1.0,214e4293-1504-442a-b50b-1c390e9f578b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 14:06:23.249,2018-11-28:14.06.23,38.51,Theatre District,0.48,991.69,0.0,0.67,11.26,2018-11-28 14:06:23.000
2536,3.01,Uber,Boston University,North Station,11.0,1.0,889e2f69-80c2-4886-a76f-494f82a0bc98,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26 06:15:16.105,2018-11-26:06.15.16,40.46,North Station,1.0,1014.19,0.0,0.92,1.23,2018-11-26 06:15:16.000
3864,0.49,Uber,North Station,Haymarket Square,7.0,1.0,f92fafbf-d78b-410b-a957-f15af2022518,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 10:06:24.174,2018-11-28:10.06.24,33.18,Haymarket Square,0.14,991.19,0.0,0.84,5.68,2018-11-28 10:06:24.000
293,1.25,Uber,Haymarket Square,Financial District,7.5,1.0,679796d3-04a6-450e-a788-dc7eb920454f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26 17:05:09.930,2018-11-26:17.05.09,45.5,Financial District,0.98,1012.84,0.0,0.86,6.26,2018-11-26 17:05:09.000
1446,0.55,Lyft,West End,Haymarket Square,7.0,1.0,bb73303a-4154-46da-a72c-c6a908a5fbc9,lyft,Lyft,2018-11-26 09:29:09.817,2018-11-26:09.29.09,40.88,Haymarket Square,1.0,1014.75,0.0,0.93,1.18,2018-11-26 09:29:09.000
3219,4.55,Lyft,Boston University,Financial District,9.0,1.0,2ab6715b-96dd-4d08-9d70-c256e43ccfb3,lyft_line,Shared,2018-11-28 17:32:07.898,2018-11-28:17.32.07,41.56,Financial District,0.85,991.66,0.0,0.63,9.94,2018-11-28 17:32:07.000
3232,1.22,Uber,Northeastern University,Back Bay,7.5,1.0,bce9e249-3f87-4a86-a051-8793a2e3f7b8,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 09:34:34.992,2018-11-28:09.34.34,33.5,Back Bay,0.42,991.76,0.0,0.83,5.97,2018-11-28 09:34:34.000
2400,2.88,Uber,West End,Northeastern University,33.0,1.0,79f0f6f4-1b37-4593-b806-0c0cb29b023d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 06:15:16.411,2018-11-26:06.15.16,40.33,Northeastern University,1.0,1014.17,0.0,0.92,1.14,2018-11-26 06:15:16.000
629,1.36,Lyft,South Station,Back Bay,13.5,1.0,f5f30d96-45ac-4285-90e2-b030bdb5877d,lyft_plus,Lyft XL,2018-11-27 01:45:22.408,2018-11-27:01.45.22,44.18,Back Bay,1.0,1004.18,0.6364,0.91,12.39,2018-11-27 01:45:22.000
802,4.45,Lyft,Financial District,Fenway,26.0,1.0,5a4899c9-dce7-4354-aa48-9d106d8d3ced,lyft_premier,Lux,2018-11-28 23:02:09.438,2018-11-28:23.02.09,39.85,Fenway,0.98,995.06,0.0,0.64,9.9,2018-11-28 23:02:09.000
2933,3.19,Lyft,Fenway,North Station,11.0,1.0,bf702a1b-4dee-49c6-bf50-193b4b2d6c80,lyft,Lyft,2018-12-14 01:45:03.745,2018-12-14:01.45.03,30.07,North Station,0.79,1035.03,0.0,0.69,2.28,2018-12-14 01:45:03.000
2462,1.41,Uber,Boston University,Back Bay,11.5,1.0,295ff8b6-f873-4075-b2a1-28d5be45c801,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 01:02:08.313,2018-11-29:01.02.08,38.74,Back Bay,0.71,997.14,0.0,0.7,9.89,2018-11-29 01:02:08.000
1217,3.3,Uber,Northeastern University,Financial District,10.5,1.0,e040c6f6-bc66-45d3-b7c7-1536a2dcd9e8,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 23:02:09.497,2018-11-28:23.02.09,40.49,Financial District,0.98,995.03,0.0,0.62,10.08,2018-11-28 23:02:09.000
2,2.12,Lyft,Northeastern University,Theatre District,10.5,1.0,4d24470f-167a-4d1f-9cab-c123a0713491,lyft,Lyft,2018-11-28 17:32:07.658,2018-11-28:17.32.07,41.47,Theatre District,0.85,991.67,0.0,0.63,9.93,2018-11-28 17:32:07.000
3013,1.35,Lyft,Haymarket Square,Beacon Hill,3.5,1.0,25069521-e80a-4f58-9922-b038343ef11e,lyft_line,Shared,2018-11-28 12:02:07.511,2018-11-28:12.02.07,34.54,Beacon Hill,0.83,991.21,0.0,0.76,6.36,2018-11-28 12:02:07.000
3536,4.72,Uber,Financial District,Boston University,22.0,1.0,518b367c-ee70-4102-8e54-18f0300c8e59,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 00:49:08.052,2018-11-29:00.49.08,38.85,Boston University,0.77,996.82,0.0,0.7,9.55,2018-11-29 00:49:08.000
538,2.96,Lyft,Back Bay,North End,7.0,1.0,8341d401-f994-4745-ae60-cab1a6cc1e36,lyft_line,Shared,2018-11-29 01:32:08.295,2018-11-29:01.32.08,38.4,North End,0.64,997.39,0.0,0.72,10.13,2018-11-29 01:32:08.000
3468,0.98,Uber,North End,West End,10.5,1.0,e94ebcc7-6de7-4d4b-9285-f5c9463827ea,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 14:32:07.857,2018-11-28:14.32.07,38.96,West End,0.44,991.94,0.0,0.67,11.2,2018-11-28 14:32:07.000
2511,1.97,Uber,Northeastern University,Beacon Hill,22.0,1.0,9f91fbc6-932a-48a1-86ad-801e28e62fbc,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 04:02:07.874,2018-11-29:04.02.07,37.69,Beacon Hill,0.61,998.37,0.0,0.7,9.29,2018-11-29 04:02:07.000
1207,2.01,Lyft,Theatre District,Northeastern University,5.0,1.0,e16f733b-1393-4db5-8003-196700f26477,lyft_line,Shared,2018-11-27 00:58:48.126,2018-11-27:00.58.48,43.87,Northeastern University,0.98,1005.93,0.1624,0.91,9.85,2018-11-27 00:58:48.000
355,1.71,Lyft,North End,Theatre District,16.5,1.0,c3a94d5f-fea5-4698-a103-f67d632b6aba,lyft_premier,Lux,2018-11-29 00:02:07.892,2018-11-29:00.02.07,39.1,Theatre District,0.83,996.08,0.0,0.67,10.75,2018-11-29 00:02:07.000
90,3.22,Uber,North Station,Northeastern University,10.0,1.0,7d230154-4adf-485c-8676-4f6d1cd8a361,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 14:02:07.332,2018-11-28:14.02.07,38.49,Northeastern University,0.49,991.67,0.0,0.67,11.39,2018-11-28 14:02:07.000
1506,2.44,Lyft,Beacon Hill,North End,32.5,1.5,d4b4becd-988a-4b70-a31f-1a58399f3137,lyft_lux,Lux Black,2018-11-26 21:35:09.789,2018-11-26:21.35.09,44.6,North End,0.92,1009.04,0.003,0.86,9.46,2018-11-26 21:35:09.000
943,2.83,Lyft,Boston University,West End,22.5,1.0,44283c44-476c-4366-b121-8698009217dd,lyft_premier,Lux,2018-11-29 04:46:23.838,2018-11-29:04.46.23,37.74,West End,0.45,998.91,0.0,0.7,9.37,2018-11-29 04:46:23.000
2486,0.95,Lyft,Beacon Hill,Haymarket Square,7.0,1.0,c8888025-79f8-433f-8a54-9b0638baed10,lyft,Lyft,2018-11-29 02:06:47.645,2018-11-29:02.06.47,38.4,Haymarket Square,0.51,997.88,0.0,0.7,10.41,2018-11-29 02:06:47.000
2319,2.73,Lyft,Theatre District,Fenway,11.0,1.25,af6e29d4-63ff-4d81-bd66-397cc83edf6b,lyft,Lyft,2018-11-26 09:29:09.817,2018-11-26:09.29.09,40.72,Fenway,1.0,1014.75,0.0,0.94,1.36,2018-11-26 09:29:09.000
3816,3.04,Uber,West End,Boston University,25.0,1.0,6d6fe9fa-743e-4958-bcee-dd8a7d4d7a63,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-02 23:52:56.501,2018-12-02:23.52.56,48.26,Boston University,1.0,1002.9,0.0,0.94,3.85,2018-12-02 23:52:56.000
1055,1.34,Uber,Fenway,Back Bay,16.0,1.0,9a76e684-3022-49c8-bfcf-4764061ea7df,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 07:31:37.688,2018-11-28:07.31.37,35.01,Back Bay,0.16,991.78,0.0,0.8,6.56,2018-11-28 07:31:37.000
1657,2.38,Lyft,Fenway,Beacon Hill,16.5,1.0,d08c0bcf-5e16-4b05-9aa6-97f29801d38d,lyft_plus,Lyft XL,2018-11-28 17:32:07.714,2018-11-28:17.32.07,41.3,Beacon Hill,0.85,991.67,0.0,0.64,9.92,2018-11-28 17:32:07.000
1979,0.9,Uber,North End,North Station,11.0,1.0,97060fe5-76c3-4061-bcc9-bcf3ab7fed01,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 10:32:07.950,2018-11-28:10.32.07,32.7,North Station,0.16,991.4,0.0,0.85,6.39,2018-11-28 10:32:07.000
3770,0.98,Lyft,Beacon Hill,Haymarket Square,9.0,1.25,e8a581cc-8ce5-40a6-b62a-0bb62d25f332,lyft,Lyft,2018-11-29 01:51:40.857,2018-11-29:01.51.40,38.52,Haymarket Square,0.57,997.62,0.002,0.7,9.98,2018-11-29 01:51:40.000
583,3.45,Lyft,Financial District,Northeastern University,32.5,1.0,b2b5f1de-1120-4145-a8bb-774f7a9979bd,lyft_lux,Lux Black,2018-11-26 19:05:10.282,2018-11-26:19.05.10,45.81,Northeastern University,0.97,1010.97,0.0,0.84,8.07,2018-11-26 19:05:10.000
3008,1.08,Uber,North End,North Station,26.5,1.0,ac9bf8d5-0772-4b76-ba39-b917be8ac028,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 20:05:09.749,2018-11-26:20.05.09,45.14,North Station,0.98,1010.02,0.0,0.84,8.18,2018-11-26 20:05:09.000
1510,1.09,Lyft,Financial District,North End,13.5,1.0,93c69394-5d0c-4af3-8f48-f5f5d6c797c8,lyft_premier,Lux,2018-11-26 21:35:09.688,2018-11-26:21.35.09,44.6,North End,0.92,1009.04,0.003,0.86,9.46,2018-11-26 21:35:09.000
2362,1.5,Lyft,Theatre District,North End,9.0,1.0,110b046d-f93d-4fa5-bb5b-467d5007eed9,lyft,Lyft,2018-11-28 20:02:07.942,2018-11-28:20.02.07,41.23,North End,1.0,992.56,0.0,0.64,9.21,2018-11-28 20:02:07.000
830,0.63,Lyft,West End,Haymarket Square,26.0,1.0,2bebce6f-0651-4107-add0-ed668b12f9c6,lyft_luxsuv,Lux Black XL,2018-11-29 02:32:08.251,2018-11-29:02.32.08,38.05,Haymarket Square,0.37,998.28,0.0,0.71,10.79,2018-11-29 02:32:08.000
130,4.48,Uber,Fenway,Financial District,14.0,1.0,66041ee6-55af-4e60-90fe-54d41f6e8f73,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 17:02:08.297,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
143,1.08,Uber,Northeastern University,Back Bay,10.5,1.0,803852e8-6da3-4679-aebc-09bb796c65e3,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 02:02:08.868,2018-11-29:02.02.08,38.51,Back Bay,0.54,997.83,0.0,0.7,10.23,2018-11-29 02:02:08.000
610,0.92,Uber,Haymarket Square,Financial District,16.0,1.0,aa415902-917e-436e-8304-05a3b43fbd86,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 19:02:08.152,2018-11-28:19.02.08,41.26,Financial District,1.0,991.82,0.0,0.63,9.53,2018-11-28 19:02:08.000
820,3.18,Lyft,West End,Boston University,22.5,1.25,1e504f3e-f7b3-4726-b786-8154165700f0,lyft_premier,Lux,2018-11-29 02:06:47.490,2018-11-29:02.06.47,38.44,Boston University,0.51,997.92,0.0,0.7,10.13,2018-11-29 02:06:47.000
2347,1.0,Uber,Financial District,Haymarket Square,26.0,1.0,91e42b9f-248f-4208-a5da-7297058f5e2b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 20:32:07.894,2018-11-28:20.32.07,40.85,Haymarket Square,1.0,993.18,0.0,0.66,9.8,2018-11-28 20:32:07.000
346,1.35,Uber,Haymarket Square,Beacon Hill,27.5,1.0,c36da0c3-29d4-462d-836b-871e1d467c3b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 07:31:37.690,2018-11-28:07.31.37,35.0,Beacon Hill,0.15,991.76,0.0,0.8,6.59,2018-11-28 07:31:37.000
1072,2.47,Lyft,Beacon Hill,South Station,16.5,1.0,492e70b2-8166-4c55-826a-ff9f612d7a0d,lyft_plus,Lyft XL,2018-11-27 01:45:22.338,2018-11-27:01.45.22,44.31,South Station,1.0,1004.19,0.7505,0.9,12.48,2018-11-27 01:45:22.000
1521,1.34,Lyft,South Station,Back Bay,19.5,1.0,9c09352c-03f1-4e86-bef2-2f3ba5173b99,lyft_lux,Lux Black,2018-11-28 13:32:08.674,2018-11-28:13.32.08,37.56,Back Bay,0.54,991.8,0.0,0.7,7.1,2018-11-28 13:32:08.000
2555,2.3,Uber,Back Bay,Haymarket Square,15.0,1.0,d1d0dc97-1819-459a-8849-e889481a32f8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 17:32:07.790,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
2538,2.04,Uber,Back Bay,Haymarket Square,14.0,1.0,8f9421ac-3acc-4114-88ba-9493ea12e179,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 17:32:07.546,2018-11-28:17.32.07,41.38,Haymarket Square,0.85,991.66,0.0,0.64,9.93,2018-11-28 17:32:07.000
1144,1.71,Lyft,South Station,West End,22.5,1.0,e3d5a80e-f23c-4178-88e0-9e27b19217e8,lyft_lux,Lux Black,2018-11-29 00:02:07.986,2018-11-29:00.02.07,39.1,West End,0.83,996.07,0.0,0.67,10.69,2018-11-29 00:02:07.000
2917,3.04,Lyft,Northeastern University,West End,22.5,1.0,324c7743-c8ff-47b3-866b-ffc472c153e9,lyft_premier,Lux,2018-11-28 11:32:07.527,2018-11-28:11.32.07,33.07,West End,0.35,991.05,0.0,0.82,6.53,2018-11-28 11:32:07.000
3849,2.44,Uber,Northeastern University,Financial District,37.0,1.0,d780261d-8cb4-4c8d-b3f4-11ce8fd70ca4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 21:02:08.884,2018-11-28:21.02.08,41.4,Financial District,0.93,993.44,0.0,0.63,8.54,2018-11-28 21:02:08.000
1580,2.17,Uber,South Station,North Station,9.5,1.0,c3049544-57da-4f83-b1ad-1ffd3a2cf1bb,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-27 01:17:22.938,2018-11-27:01.17.22,44.07,North Station,0.99,1005.4,0.2946,0.9,11.26,2018-11-27 01:17:22.000
60,3.11,Lyft,Fenway,Theatre District,19.5,1.0,70a975d3-15c3-44d8-a170-06dee61b0980,lyft_plus,Lyft XL,2018-11-27 00:58:49.589,2018-11-27:00.58.49,43.95,Theatre District,0.98,1005.98,0.1884,0.9,9.95,2018-11-27 00:58:49.000
2675,3.22,Uber,North Station,Northeastern University,10.0,1.0,cd030acc-0d0b-4461-942c-cc27f8c43620,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 10:32:07.963,2018-11-28:10.32.07,32.62,Northeastern University,0.16,991.43,0.0,0.86,6.36,2018-11-28 10:32:07.000
273,2.15,Lyft,South Station,West End,22.5,1.0,ad4ad77c-4860-404e-bd3e-91a33d14cb51,lyft_lux,Lux Black,2018-11-28 13:32:07.703,2018-11-28:13.32.07,38.31,West End,0.59,991.71,0.0,0.68,6.86,2018-11-28 13:32:07.000
2922,1.9,Uber,Beacon Hill,North End,22.0,1.0,f80c122c-9c37-4b0c-a52b-dd81036c5736,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 14:02:07.925,2018-11-28:14.02.07,38.4,North End,0.48,991.64,0.0,0.67,11.33,2018-11-28 14:02:07.000
263,0.92,Uber,North Station,North End,26.5,1.0,c3c2a961-9418-4d75-bf79-dfff8d3d046a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 21:05:10.099,2018-11-26:21.05.10,44.86,North End,1.0,1009.12,0.0,0.84,9.32,2018-11-26 21:05:10.000
1305,2.95,Lyft,Fenway,West End,22.5,1.0,5680d654-568c-46e0-829c-662bf2b049c4,lyft_lux,Lux Black,2018-11-26 19:35:10.320,2018-11-26:19.35.10,45.75,West End,0.91,1010.88,0.0,0.84,8.6,2018-11-26 19:35:10.000
3459,4.24,Lyft,South Station,Back Bay,13.5,1.0,b9da5632-3914-42ad-841f-b1fce2846cb2,lyft,Lyft,2018-11-27 00:42:13.994,2018-11-27:00.42.13,43.83,Back Bay,0.97,1005.9,0.2173,0.91,10.93,2018-11-27 00:42:13.000
2863,1.23,Lyft,West End,North End,7.0,1.0,4aa68a5d-abc0-4fdf-a47f-0003617afbae,lyft,Lyft,2018-11-26 03:40:46.527,2018-11-26:03.40.46,41.02,North End,0.87,1014.4,0.0,0.92,1.59,2018-11-26 03:40:46.000
1648,2.83,Lyft,West End,Fenway,10.5,1.0,1676b3ee-ba15-45af-b9de-7d8794bd0335,lyft,Lyft,2018-11-28 16:32:08.309,2018-11-28:16.32.08,41.27,Fenway,0.66,991.63,0.0,0.63,10.42,2018-11-28 16:32:08.000
1341,1.46,Uber,Beacon Hill,North End,26.5,1.0,4d16ceed-9cd9-4942-bfc6-b6aec472c0f7,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 06:19:04.489,2018-11-26:06.19.04,40.58,North End,1.0,1014.19,0.0,0.91,1.31,2018-11-26 06:19:04.000
3857,1.18,Lyft,Haymarket Square,Financial District,3.0,1.0,563e97ad-9c3f-4086-812c-4a2486842d0e,lyft_line,Shared,2018-11-26 06:29:03.704,2018-11-26:06.29.03,43.97,Financial District,1.0,1014.18,0.0,0.81,1.45,2018-11-26 06:29:03.000
3321,2.84,Lyft,West End,Fenway,16.5,1.0,2827cde6-b203-491b-915c-cf12beafc9b5,lyft_premier,Lux,2018-11-28 18:32:07.684,2018-11-28:18.32.07,41.13,Fenway,0.98,991.73,0.0021,0.64,10.2,2018-11-28 18:32:07.000
1789,2.12,Uber,South Station,North Station,9.5,1.0,c7dc215d-0c39-4d18-840d-97ee7c846078,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-29 01:02:08.406,2018-11-29:01.02.08,38.66,North Station,0.7,997.12,0.0,0.71,9.92,2018-11-29 01:02:08.000
969,4.48,Uber,Fenway,Financial District,29.0,1.0,4f8f7b18-a614-4255-bc17-5154bf1423cd,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 11:06:24.597,2018-11-28:11.06.24,33.78,Financial District,0.37,990.68,0.0,0.8,6.63,2018-11-28 11:06:24.000
3624,1.03,Uber,North Station,North End,7.0,1.0,37cb9510-d8b7-4336-879e-54034aa6cff2,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 22:02:09.091,2018-11-28:22.02.09,40.81,North End,0.84,994.06,0.0,0.63,9.27,2018-11-28 22:02:09.000
2961,1.97,Uber,Northeastern University,Beacon Hill,19.0,1.0,9dfc89e1-5f5c-4434-ace5-b04fed9d3c25,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 14:02:08.133,2018-11-28:14.02.08,38.31,Beacon Hill,0.48,991.65,0.0,0.67,11.42,2018-11-28 14:02:08.000
133,4.48,Uber,Fenway,Financial District,37.5,1.0,e675fcfe-2570-4076-abd5-ede22437df84,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 17:02:08.297,2018-11-28:17.02.08,41.41,Financial District,0.92,991.49,0.0,0.63,9.25,2018-11-28 17:02:08.000
1057,4.75,Lyft,Boston University,Theatre District,10.5,1.0,52a92c01-fec5-4f2e-9b7c-953143b48c7e,lyft_line,Shared,2018-11-28 13:32:07.729,2018-11-28:13.32.07,37.5,Theatre District,0.54,991.79,0.0,0.7,7.25,2018-11-28 13:32:07.000
3768,1.05,Lyft,North End,West End,16.5,1.0,670263c5-9b47-4580-b301-2ffc5bfa3e99,lyft_lux,Lux Black,2018-11-26 07:11:17.506,2018-11-26:07.11.17,41.07,West End,0.97,1014.35,0.0,0.93,1.81,2018-11-26 07:11:17.000
280,2.72,Uber,West End,Fenway,11.5,1.0,e85df4ab-167e-43c7-a354-4a5dd0fa5548,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 13:02:07.943,2018-11-28:13.02.07,36.85,Fenway,0.63,991.58,0.0,0.7,6.36,2018-11-28 13:02:07.000
2502,3.45,Uber,South Station,Back Bay,21.5,1.0,978a6d9c-f70b-4186-be7a-addcd07feb45,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 09:43:15.869,2018-11-28:09.43.15,33.47,Back Bay,0.4,991.97,0.0,0.84,6.76,2018-11-28 09:43:15.000
2942,3.07,Uber,North Station,Fenway,7.5,1.0,802d551e-fd50-4396-b06b-41aad7a0272e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 00:02:07.719,2018-11-29:00.02.07,39.1,Fenway,0.83,996.11,0.0,0.67,10.59,2018-11-29 00:02:07.000
1829,2.84,Uber,Fenway,West End,30.5,1.0,c8b73156-720d-43df-995d-4c57dfa7796d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 09:32:18.716,2018-11-28:09.32.18,33.27,West End,0.42,991.79,0.0,0.84,5.89,2018-11-28 09:32:18.000
3264,1.65,Uber,Beacon Hill,North End,13.0,1.0,1d7994bc-6bdd-41ae-8b15-e5d9018bcc86,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 22:32:09.296,2018-11-28:22.32.09,40.1,North End,0.8,994.64,0.0,0.66,10.1,2018-11-28 22:32:09.000
3278,1.75,Lyft,Theatre District,North End,13.5,1.0,d9870252-7ffc-4a72-b336-ba72414240de,lyft_plus,Lyft XL,2018-11-26 09:29:09.417,2018-11-26:09.29.09,40.91,North End,1.0,1014.75,0.0,0.93,1.16,2018-11-26 09:29:09.000
1835,1.94,Uber,Theatre District,Northeastern University,14.0,1.0,efd180f6-8cc3-4d27-bddd-dac46dd81beb,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 06:41:41.975,2018-11-29:06.41.41,37.31,Northeastern University,0.62,1000.63,0.0,0.72,10.48,2018-11-29 06:41:41.000
1364,2.3,Lyft,Back Bay,Haymarket Square,16.5,1.0,f4be7a00-bedd-41d0-9c9c-92ae83d7931b,lyft_premier,Lux,2018-11-28 14:32:08.056,2018-11-28:14.32.08,38.94,Haymarket Square,0.44,991.93,0.0,0.67,11.17,2018-11-28 14:32:08.000
2562,2.79,Lyft,West End,Northeastern University,16.5,1.0,c5b6ef1c-437d-4561-9be3-292c9f12fac7,lyft_plus,Lyft XL,2018-11-29 02:32:08.526,2018-11-29:02.32.08,37.79,Northeastern University,0.37,998.33,0.0,0.72,10.63,2018-11-29 02:32:08.000
1262,2.28,Lyft,Haymarket Square,Back Bay,22.5,1.0,00aff3fe-b419-418a-b8cd-45e6ff2f45d4,lyft_lux,Lux Black,2018-11-26 05:17:46.542,2018-11-26:05.17.46,40.64,Back Bay,0.92,1013.76,0.0,0.92,3.02,2018-11-26 05:17:46.000
103,5.37,Lyft,Boston University,Financial District,13.5,1.0,2d46f4c9-4e4a-4707-bd8c-224cbbc83f44,lyft,Lyft,2018-11-29 01:02:08.714,2018-11-29:01.02.08,36.85,Financial District,0.71,997.12,0.0,0.76,10.0,2018-11-29 01:02:08.000
974,1.18,Uber,Theatre District,Haymarket Square,16.0,1.0,41da0cf2-1845-4337-af1a-c709d597ac41,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 07:33:43.286,2018-11-28:07.33.43,35.02,Haymarket Square,0.15,991.75,0.0,0.8,6.68,2018-11-28 07:33:43.000
